District Name,District Code,Category,Student Group,ELACount,ELAPerformanceIndex,MathCount,MathPerformanceIndex,ScienceCount,SciencePerformanceIndex
Regional School District 06,2060012,Grade,7,59,82.2,59,70.2,N/A,N/A
Regional School District 06,2060012,Grade,8,50,71.6,49,66.2,N/A,N/A
Regional School District 06,2060012,Grade,11,83,62.7,83,54.8,N/A,N/A
Regional School District 06,2060012,"High Needs (F/R, EL or SWD)",High Needs,116,62.5,115,56,N/A,N/A
Regional School District 06,2060012,"High Needs (F/R, EL or SWD)",Not High Needs,258,81.1,258,72.7,N/A,N/A
Regional School District 06,2060012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,43,71.9,43,63.4,N/A,N/A
Regional School District 06,2060012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,331,75.7,330,68.1,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,Black or African American,6,*,6,*,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,Hispanic or Latino,12,*,12,*,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Regional School District 06,2060012,Race/Ethnicity,White,347,75.5,346,68.1,N/A,N/A
Regional School District 06,2060012,Special Education Status (SWD),Students with Disabilities,80,56.7,79,50.8,N/A,N/A
Regional School District 06,2060012,Special Education Status (SWD),Students without Disabilities,294,80.4,294,72,N/A,N/A
Regional School District 07,2070012,All Students,District,493,71,491,65.3,N/A,N/A
Regional School District 07,2070012,English Language Learners (EL),Not English Learners,493,71,491,65.3,N/A,N/A
Regional School District 07,2070012,Gender,Female,264,74.4,263,65,N/A,N/A
Regional School District 07,2070012,Gender,Male,229,67,228,65.7,N/A,N/A
Regional School District 07,2070012,Grade,7,141,73.2,140,63.7,N/A,N/A
Regional School District 07,2070012,Grade,8,158,74.5,157,66.9,N/A,N/A
Regional School District 07,2070012,Grade,11,194,66.5,194,65.2,N/A,N/A
Regional School District 07,2070012,"High Needs (F/R, EL or SWD)",High Needs,117,57,116,48.7,N/A,N/A
Regional School District 07,2070012,"High Needs (F/R, EL or SWD)",Not High Needs,376,75.3,375,70.5,N/A,N/A
Regional School District 07,2070012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,75,61.2,75,52.5,N/A,N/A
Regional School District 07,2070012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,418,72.7,416,67.7,N/A,N/A
Regional School District 07,2070012,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Regional School District 07,2070012,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Regional School District 07,2070012,Race/Ethnicity,Hispanic or Latino,11,*,11,*,N/A,N/A
Regional School District 07,2070012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 07,2070012,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Regional School District 07,2070012,Race/Ethnicity,White,472,71.1,470,65.5,N/A,N/A
Regional School District 07,2070012,Special Education Status (SWD),Students with Disabilities,74,47,73,38.3,N/A,N/A
Regional School District 07,2070012,Special Education Status (SWD),Students without Disabilities,419,75.2,418,70.1,N/A,N/A
Regional School District 08,2080012,All Students,District,682,72.4,681,70,N/A,N/A
Regional School District 08,2080012,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Regional School District 08,2080012,English Language Learners (EL),Not English Learners,678,72.5,677,70,N/A,N/A
Regional School District 08,2080012,Gender,Female,311,76.3,310,70.4,N/A,N/A
Regional School District 08,2080012,Gender,Male,371,69.2,371,69.6,N/A,N/A
Regional School District 08,2080012,Grade,7,229,76.1,228,71.5,N/A,N/A
Regional School District 08,2080012,Grade,8,231,72.8,231,69.7,N/A,N/A
Regional School District 08,2080012,Grade,11,222,68.3,222,68.7,N/A,N/A
Regional School District 08,2080012,"High Needs (F/R, EL or SWD)",High Needs,153,58.2,153,54.3,N/A,N/A
Regional School District 08,2080012,"High Needs (F/R, EL or SWD)",Not High Needs,529,76.6,528,74.5,N/A,N/A
Regional School District 08,2080012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,93,62.4,93,57.8,N/A,N/A
Regional School District 08,2080012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,589,74,588,71.9,N/A,N/A
Regional School District 08,2080012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 08,2080012,Race/Ethnicity,Asian,17,*,17,*,N/A,N/A
Regional School District 08,2080012,Race/Ethnicity,Black or African American,6,*,6,*,N/A,N/A
Regional School District 08,2080012,Race/Ethnicity,Hispanic or Latino,20,63.9,20,60.9,N/A,N/A
Regional School District 08,2080012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 08,2080012,Race/Ethnicity,White,637,72.8,636,70.3,N/A,N/A
Regional School District 08,2080012,Special Education Status (SWD),Students with Disabilities,85,47.9,85,44.2,N/A,N/A
Regional School District 08,2080012,Special Education Status (SWD),Students without Disabilities,597,75.9,596,73.6,N/A,N/A
Regional School District 09,2090012,All Students,District,222,69.7,222,68.7,N/A,N/A
Regional School District 09,2090012,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Regional School District 09,2090012,English Language Learners (EL),Not English Learners,221,69.9,221,68.9,N/A,N/A
Regional School District 09,2090012,Gender,Female,103,73.2,103,69,N/A,N/A
Regional School District 09,2090012,Gender,Male,119,66.6,119,68.4,N/A,N/A
Regional School District 09,2090012,Grade,11,222,69.7,222,68.7,N/A,N/A
Regional School District 09,2090012,"High Needs (F/R, EL or SWD)",High Needs,31,57.2,31,54.5,N/A,N/A
Regional School District 09,2090012,"High Needs (F/R, EL or SWD)",Not High Needs,191,71.7,191,71,N/A,N/A
Regional School District 09,2090012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,16,*,16,*,N/A,N/A
Regional School District 09,2090012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,206,70,206,69.2,N/A,N/A
Regional School District 09,2090012,Race/Ethnicity,Asian,8,*,8,*,N/A,N/A
Regional School District 09,2090012,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Regional School District 09,2090012,Race/Ethnicity,Hispanic or Latino,14,*,14,*,N/A,N/A
Regional School District 09,2090012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 09,2090012,Race/Ethnicity,Two or More Races,8,*,8,*,N/A,N/A
Regional School District 09,2090012,Race/Ethnicity,White,190,70,190,69.1,N/A,N/A
Regional School District 09,2090012,Special Education Status (SWD),Students with Disabilities,16,*,16,*,N/A,N/A
Regional School District 09,2090012,Special Education Status (SWD),Students without Disabilities,206,71.4,206,70.5,N/A,N/A
Regional School District 10,2100012,All Students,District,1258,76.5,1258,72.5,N/A,N/A
Regional School District 10,2100012,English Language Learners (EL),English Learners,40,73,40,69.7,N/A,N/A
Regional School District 10,2100012,English Language Learners (EL),Not English Learners,1218,76.6,1218,72.6,N/A,N/A
Regional School District 10,2100012,Gender,Female,604,78.6,604,71.7,N/A,N/A
Regional School District 10,2100012,Gender,Male,654,74.5,654,73.2,N/A,N/A
Regional School District 10,2100012,Grade,3,139,76.4,139,74.1,N/A,N/A
Regional School District 10,2100012,Grade,4,179,82.1,179,82.7,N/A,N/A
Regional School District 10,2100012,Grade,5,193,77.5,193,75.5,N/A,N/A
Regional School District 10,2100012,Grade,6,171,80.6,171,69.6,N/A,N/A
Regional School District 10,2100012,Grade,7,179,76.7,179,70.9,N/A,N/A
Regional School District 10,2100012,Grade,8,209,74.9,209,69.5,N/A,N/A
Regional School District 10,2100012,Grade,11,188,67.9,188,66,N/A,N/A
Regional School District 10,2100012,"High Needs (F/R, EL or SWD)",High Needs,276,65.3,276,61.2,N/A,N/A
Regional School District 10,2100012,"High Needs (F/R, EL or SWD)",Not High Needs,982,79.6,982,75.6,N/A,N/A
Regional School District 10,2100012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,143,68.7,143,64.9,N/A,N/A
Regional School District 10,2100012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1115,77.5,1115,73.5,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,Asian,26,86.3,26,78.2,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,Black or African American,6,*,6,*,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,Hispanic or Latino,29,72.2,29,67,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,Two or More Races,6,*,6,*,N/A,N/A
Regional School District 10,2100012,Race/Ethnicity,White,1184,76.5,1184,72.6,N/A,N/A
Regional School District 10,2100012,Special Education Status (SWD),Students with Disabilities,133,57,133,52.6,N/A,N/A
Regional School District 10,2100012,Special Education Status (SWD),Students without Disabilities,1125,78.8,1125,74.8,N/A,N/A
Regional School District 11,2110012,All Students,District,127,65.6,128,58,N/A,N/A
Regional School District 11,2110012,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Regional School District 11,2110012,English Language Learners (EL),Not English Learners,126,65.8,127,58.2,N/A,N/A
Regional School District 11,2110012,Gender,Female,57,71.1,58,59.9,N/A,N/A
Regional School District 11,2110012,Gender,Male,70,61.1,70,56.4,N/A,N/A
Regional School District 11,2110012,Grade,7,44,75.8,44,63.1,N/A,N/A
Regional School District 11,2110012,Grade,8,44,64.6,45,56.8,N/A,N/A
Regional School District 11,2110012,Grade,11,39,55.2,39,53.5,N/A,N/A
Regional School District 11,2110012,"High Needs (F/R, EL or SWD)",High Needs,60,55.8,61,49.4,N/A,N/A
Regional School District 11,2110012,"High Needs (F/R, EL or SWD)",Not High Needs,67,74.4,67,65.8,N/A,N/A
Regional School District 11,2110012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,47,59.5,47,54.3,N/A,N/A
Regional School District 11,2110012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,80,69.2,81,60.1,N/A,N/A
Regional School District 11,2110012,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Regional School District 11,2110012,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Regional School District 11,2110012,Race/Ethnicity,Hispanic or Latino,6,*,6,*,N/A,N/A
Regional School District 11,2110012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 11,2110012,Race/Ethnicity,Two or More Races,7,*,7,*,N/A,N/A
Regional School District 11,2110012,Race/Ethnicity,White,110,67.2,111,59,N/A,N/A
Regional School District 11,2110012,Special Education Status (SWD),Students with Disabilities,22,43.1,23,37.9,N/A,N/A
Regional School District 11,2110012,Special Education Status (SWD),Students without Disabilities,105,70.3,105,62.4,N/A,N/A
Regional School District 12,2120012,All Students,District,344,75.3,344,72.9,N/A,N/A
Regional School District 12,2120012,English Language Learners (EL),English Learners,7,*,7,*,N/A,N/A
Regional School District 12,2120012,English Language Learners (EL),Not English Learners,337,75.5,337,73,N/A,N/A
Regional School District 12,2120012,Gender,Female,175,74.9,175,71.2,N/A,N/A
Regional School District 12,2120012,Gender,Male,169,75.7,169,74.6,N/A,N/A
Regional School District 12,2120012,Grade,3,41,79,41,77.7,N/A,N/A
Regional School District 12,2120012,Grade,4,39,86.6,39,87.4,N/A,N/A
Regional School District 12,2120012,Grade,5,40,80.6,40,80.6,N/A,N/A
Regional School District 12,2120012,Grade,6,58,79,58,71.4,N/A,N/A
Regional School District 12,2120012,Grade,7,44,69.1,44,64.6,N/A,N/A
Regional School District 12,2120012,Grade,8,55,79.7,55,77,N/A,N/A
Regional School District 12,2120012,Grade,11,67,60.7,67,60,N/A,N/A
Regional School District 12,2120012,"High Needs (F/R, EL or SWD)",High Needs,78,60.9,78,57,N/A,N/A
Regional School District 12,2120012,"High Needs (F/R, EL or SWD)",Not High Needs,266,79.5,266,77.5,N/A,N/A
Regional School District 12,2120012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,32,68.8,32,64.7,N/A,N/A
Regional School District 12,2120012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,312,76,312,73.7,N/A,N/A
Regional School District 12,2120012,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Regional School District 12,2120012,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Regional School District 12,2120012,Race/Ethnicity,Hispanic or Latino,24,72,24,70.9,N/A,N/A
Regional School District 12,2120012,Race/Ethnicity,Two or More Races,7,*,7,*,N/A,N/A
Regional School District 12,2120012,Race/Ethnicity,White,307,75.5,307,73.1,N/A,N/A
Regional School District 12,2120012,Special Education Status (SWD),Students with Disabilities,50,55.4,50,50.9,N/A,N/A
Regional School District 12,2120012,Special Education Status (SWD),Students without Disabilities,294,78.7,294,76.6,N/A,N/A
Regional School District 13,2130012,All Students,District,906,73.3,904,68.8,N/A,N/A
Regional School District 13,2130012,English Language Learners (EL),English Learners,10,*,10,*,N/A,N/A
Regional School District 13,2130012,English Language Learners (EL),Not English Learners,896,73.5,894,68.9,N/A,N/A
Regional School District 13,2130012,Gender,Female,476,77,475,69.9,N/A,N/A
Regional School District 13,2130012,Gender,Male,430,69.2,429,67.5,N/A,N/A
Regional School District 13,2130012,Grade,3,111,76.8,111,69.7,N/A,N/A
Regional School District 13,2130012,Grade,4,107,77.1,107,74.7,N/A,N/A
Regional School District 13,2130012,Grade,5,149,76.4,148,72.9,N/A,N/A
Regional School District 13,2130012,Grade,6,116,77,116,71.6,N/A,N/A
Regional School District 13,2130012,Grade,7,151,70,151,65.7,N/A,N/A
Regional School District 13,2130012,Grade,8,134,72.9,133,69.8,N/A,N/A
Regional School District 13,2130012,Grade,11,138,65.1,138,58.9,N/A,N/A
Regional School District 13,2130012,"High Needs (F/R, EL or SWD)",High Needs,210,59.5,209,54.5,N/A,N/A
Regional School District 13,2130012,"High Needs (F/R, EL or SWD)",Not High Needs,696,77.5,695,73.1,N/A,N/A
Regional School District 13,2130012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,77,64.6,77,59.8,N/A,N/A
Regional School District 13,2130012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,829,74.1,827,69.6,N/A,N/A
Regional School District 13,2130012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 13,2130012,Race/Ethnicity,Asian,12,*,12,*,N/A,N/A
Regional School District 13,2130012,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Regional School District 13,2130012,Race/Ethnicity,Hispanic or Latino,56,69.6,56,62.9,N/A,N/A
Regional School District 13,2130012,Race/Ethnicity,Two or More Races,30,74.2,30,70.8,N/A,N/A
Regional School District 13,2130012,Race/Ethnicity,White,802,73.5,800,69,N/A,N/A
Regional School District 13,2130012,Special Education Status (SWD),Students with Disabilities,148,55.4,147,50.4,N/A,N/A
Regional School District 13,2130012,Special Education Status (SWD),Students without Disabilities,758,76.8,757,72.3,N/A,N/A
Regional School District 14,2140012,All Students,District,844,69.3,844,62.3,N/A,N/A
Regional School District 14,2140012,English Language Learners (EL),English Learners,20,58.7,20,58.1,N/A,N/A
Regional School District 14,2140012,English Language Learners (EL),Not English Learners,824,69.5,824,62.4,N/A,N/A
Regional School District 14,2140012,Gender,Female,432,71.7,432,62.1,N/A,N/A
Regional School District 14,2140012,Gender,Male,412,66.7,412,62.6,N/A,N/A
Regional School District 14,2140012,Gender,Non-Binary,N/A,N/A,N/A,N/A,N/A,N/A
Regional School District 14,2140012,Grade,3,94,76.2,94,64.3,N/A,N/A
Regional School District 14,2140012,Grade,4,115,74.5,115,66.5,N/A,N/A
Regional School District 14,2140012,Grade,5,89,74.9,89,71,N/A,N/A
Regional School District 14,2140012,Grade,6,111,73.6,111,59.7,N/A,N/A
Regional School District 14,2140012,Grade,7,130,66.8,130,59.6,N/A,N/A
Regional School District 14,2140012,Grade,8,114,69.2,114,63.9,N/A,N/A
Regional School District 14,2140012,Grade,11,191,59.2,191,57.3,N/A,N/A
Regional School District 14,2140012,"High Needs (F/R, EL or SWD)",High Needs,279,59.1,279,51.7,N/A,N/A
Regional School District 14,2140012,"High Needs (F/R, EL or SWD)",Not High Needs,565,74.3,565,67.6,N/A,N/A
Regional School District 14,2140012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,166,63.3,166,55.6,N/A,N/A
Regional School District 14,2140012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,678,70.7,678,64,N/A,N/A
Regional School District 14,2140012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 14,2140012,Race/Ethnicity,Asian,22,77.1,22,73.5,N/A,N/A
Regional School District 14,2140012,Race/Ethnicity,Black or African American,6,*,6,*,N/A,N/A
Regional School District 14,2140012,Race/Ethnicity,Hispanic or Latino,35,64.5,35,59.3,N/A,N/A
Regional School District 14,2140012,Race/Ethnicity,Two or More Races,6,*,6,*,N/A,N/A
Regional School District 14,2140012,Race/Ethnicity,White,774,69.2,774,62.1,N/A,N/A
Regional School District 14,2140012,Special Education Status (SWD),Students with Disabilities,140,50,140,43,N/A,N/A
Regional School District 14,2140012,Special Education Status (SWD),Students without Disabilities,704,73.1,704,66.2,N/A,N/A
Regional School District 15,2150012,All Students,District,1929,75,1926,72.2,N/A,N/A
Regional School District 15,2150012,English Language Learners (EL),English Learners,55,64.3,55,66.8,N/A,N/A
Regional School District 15,2150012,English Language Learners (EL),Not English Learners,1874,75.3,1871,72.3,N/A,N/A
Regional School District 15,2150012,Gender,Female,917,77.1,915,72.4,N/A,N/A
Regional School District 15,2150012,Gender,Male,1012,73.1,1011,71.9,N/A,N/A
Regional School District 15,2150012,Grade,3,226,75.8,226,76,N/A,N/A
Regional School District 15,2150012,Grade,4,251,77.5,250,76.7,N/A,N/A
Regional School District 15,2150012,Grade,5,260,77.6,259,78.1,N/A,N/A
Regional School District 15,2150012,Grade,6,283,79,283,73.4,N/A,N/A
Regional School District 15,2150012,Grade,7,291,77.7,290,71.4,N/A,N/A
Regional School District 15,2150012,Grade,8,323,71.7,323,66.5,N/A,N/A
Regional School District 15,2150012,Grade,11,295,66.9,295,65.7,N/A,N/A
Regional School District 15,2150012,"High Needs (F/R, EL or SWD)",High Needs,517,62.5,516,58.4,N/A,N/A
Regional School District 15,2150012,"High Needs (F/R, EL or SWD)",Not High Needs,1412,79.5,1410,77.2,N/A,N/A
Regional School District 15,2150012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,239,66.3,239,63.4,N/A,N/A
Regional School District 15,2150012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1690,76.2,1687,73.4,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,Asian,88,83.5,88,86.1,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,Black or African American,41,71.6,41,67.5,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,Hispanic or Latino,101,69.4,100,65.9,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,Two or More Races,38,82.7,38,81.3,N/A,N/A
Regional School District 15,2150012,Race/Ethnicity,White,1653,74.7,1651,71.7,N/A,N/A
Regional School District 15,2150012,Special Education Status (SWD),Students with Disabilities,314,56.3,313,50.6,N/A,N/A
Regional School District 15,2150012,Special Education Status (SWD),Students without Disabilities,1615,78.6,1613,76.3,N/A,N/A
Regional School District 16,2160012,All Students,District,1154,75,1155,68.9,N/A,N/A
Regional School District 16,2160012,English Language Learners (EL),English Learners,29,58.2,29,54.9,N/A,N/A
Regional School District 16,2160012,English Language Learners (EL),Not English Learners,1125,75.4,1126,69.2,N/A,N/A
Regional School District 16,2160012,Gender,Female,587,77.6,588,69.3,N/A,N/A
Regional School District 16,2160012,Gender,Male,567,72.3,567,68.5,N/A,N/A
Regional School District 16,2160012,Grade,3,137,81.2,137,75.5,N/A,N/A
Regional School District 16,2160012,Grade,4,140,81.3,140,74,N/A,N/A
Regional School District 16,2160012,Grade,5,178,77.3,178,72.7,N/A,N/A
Regional School District 16,2160012,Grade,6,166,79.8,166,73.1,N/A,N/A
Regional School District 16,2160012,Grade,7,181,73.5,181,67.8,N/A,N/A
Regional School District 16,2160012,Grade,8,191,71.7,192,62.2,N/A,N/A
Regional School District 16,2160012,Grade,11,161,62.3,161,59.4,N/A,N/A
Regional School District 16,2160012,"High Needs (F/R, EL or SWD)",High Needs,289,64,289,57.6,N/A,N/A
Regional School District 16,2160012,"High Needs (F/R, EL or SWD)",Not High Needs,865,78.7,866,72.7,N/A,N/A
Regional School District 16,2160012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,172,68.4,172,60.7,N/A,N/A
Regional School District 16,2160012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,982,76.2,983,70.3,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,Asian,17,*,17,*,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,Black or African American,37,74.5,37,68.1,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,Hispanic or Latino,72,72.7,72,64.2,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,Two or More Races,8,*,8,*,N/A,N/A
Regional School District 16,2160012,Race/Ethnicity,White,1017,75.4,1018,69.3,N/A,N/A
Regional School District 16,2160012,Special Education Status (SWD),Students with Disabilities,145,56.1,145,49.7,N/A,N/A
Regional School District 16,2160012,Special Education Status (SWD),Students without Disabilities,1009,77.7,1010,71.6,N/A,N/A
Regional School District 17,2170012,All Students,District,1111,76.7,1108,71.5,N/A,N/A
Regional School District 17,2170012,English Language Learners (EL),English Learners,9,*,9,*,N/A,N/A
Regional School District 17,2170012,English Language Learners (EL),Not English Learners,1102,76.8,1099,71.6,N/A,N/A
Regional School District 17,2170012,Gender,Female,521,79.3,518,71.6,N/A,N/A
Regional School District 17,2170012,Gender,Male,590,74.5,590,71.4,N/A,N/A
Regional School District 17,2170012,Grade,3,135,76.4,133,75.2,N/A,N/A
Regional School District 17,2170012,Grade,4,158,82.8,158,77.6,N/A,N/A
Regional School District 17,2170012,Grade,5,148,76.3,148,73.3,N/A,N/A
Regional School District 17,2170012,Grade,6,170,79.6,170,71.5,N/A,N/A
Regional School District 17,2170012,Grade,7,179,73.1,178,64.2,N/A,N/A
Regional School District 17,2170012,Grade,8,159,81.1,159,77.3,N/A,N/A
Regional School District 17,2170012,Grade,11,162,68.2,162,63.2,N/A,N/A
Regional School District 17,2170012,"High Needs (F/R, EL or SWD)",High Needs,289,64.8,288,59.5,N/A,N/A
Regional School District 17,2170012,"High Needs (F/R, EL or SWD)",Not High Needs,822,80.9,820,75.7,N/A,N/A
Regional School District 17,2170012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,129,70.9,128,65.5,N/A,N/A
Regional School District 17,2170012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,982,77.5,980,72.3,N/A,N/A
Regional School District 17,2170012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 17,2170012,Race/Ethnicity,Asian,22,82.9,22,81.6,N/A,N/A
Regional School District 17,2170012,Race/Ethnicity,Black or African American,7,*,7,*,N/A,N/A
Regional School District 17,2170012,Race/Ethnicity,Hispanic or Latino,27,78.5,27,71.7,N/A,N/A
Regional School District 17,2170012,Race/Ethnicity,Two or More Races,31,72.2,31,67.7,N/A,N/A
Regional School District 17,2170012,Race/Ethnicity,White,1023,76.7,1020,71.5,N/A,N/A
Regional School District 17,2170012,Special Education Status (SWD),Students with Disabilities,194,59.1,194,54.3,N/A,N/A
Regional School District 17,2170012,Special Education Status (SWD),Students without Disabilities,917,80.4,914,75.2,N/A,N/A
Regional School District 18,2180012,All Students,District,654,78.5,652,77.2,N/A,N/A
Regional School District 18,2180012,English Language Learners (EL),English Learners,16,*,15,*,N/A,N/A
Regional School District 18,2180012,English Language Learners (EL),Not English Learners,638,78.7,637,77.3,N/A,N/A
Regional School District 18,2180012,Gender,Female,320,80.8,318,77.2,N/A,N/A
Regional School District 18,2180012,Gender,Male,334,76.3,334,77.2,N/A,N/A
Regional School District 18,2180012,Grade,3,79,78.5,79,76.1,N/A,N/A
Regional School District 18,2180012,Grade,4,78,89.4,77,89.7,N/A,N/A
Regional School District 18,2180012,Grade,5,88,81.8,87,79.4,N/A,N/A
Regional School District 18,2180012,Grade,6,84,84.1,84,78.3,N/A,N/A
Regional School District 18,2180012,Grade,7,99,78.4,99,76.3,N/A,N/A
Regional School District 18,2180012,Grade,8,118,73.3,118,77.4,N/A,N/A
Regional School District 18,2180012,Grade,11,108,69.3,108,67,N/A,N/A
Regional School District 18,2180012,"High Needs (F/R, EL or SWD)",High Needs,177,68.8,176,66.1,N/A,N/A
Regional School District 18,2180012,"High Needs (F/R, EL or SWD)",Not High Needs,477,82.1,476,81.3,N/A,N/A
Regional School District 18,2180012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,105,72,105,70.2,N/A,N/A
Regional School District 18,2180012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,549,79.7,547,78.5,N/A,N/A
Regional School District 18,2180012,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Regional School District 18,2180012,Race/Ethnicity,Asian,21,84.7,20,87.4,N/A,N/A
Regional School District 18,2180012,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Regional School District 18,2180012,Race/Ethnicity,Hispanic or Latino,33,66.6,33,61,N/A,N/A
Regional School District 18,2180012,Race/Ethnicity,Two or More Races,16,*,16,*,N/A,N/A
Regional School District 18,2180012,Race/Ethnicity,White,579,79.2,578,77.7,N/A,N/A
Regional School District 18,2180012,Special Education Status (SWD),Students with Disabilities,89,62.6,89,56.5,N/A,N/A
Regional School District 18,2180012,Special Education Status (SWD),Students without Disabilities,565,81,563,80.5,N/A,N/A
Regional School District 19,2190012,All Students,District,258,64.4,258,63.3,N/A,N/A
Regional School District 19,2190012,English Language Learners (EL),English Learners,9,*,9,*,N/A,N/A
Regional School District 19,2190012,English Language Learners (EL),Not English Learners,249,65,249,63.9,N/A,N/A
Regional School District 19,2190012,Gender,Female,125,67.7,125,64.7,N/A,N/A
Regional School District 19,2190012,Gender,Male,133,61.3,133,62.1,N/A,N/A
Regional School District 19,2190012,Grade,11,258,64.4,258,63.3,N/A,N/A
